index	id	title	ref_count	references
149	bestiaire-v15-moroi	Moroï	8	lore :: Vampires ::  Parfois il s’anime mais seul l’instinct subsiste, le vampire inférieur est nommé strygoï, une bête sauvage, à l’inverse parfois, la créature qui se relève est faible bien que parfaitement intelligente, elle n’est qu’un Moroï, un esclave insignifiant. Quand un vampire en relève un autre, souvent, c’est en réveillant l’héritage génétique de Khinae que le rituel force à s’activer. p Le vampire a les yeux luisants, il voit clairement dans l’obscurité mais la lueur de ses yeux lui sert à torturer ses proies, pouvant donc choisir de les faire briller ou non sans conséquences sur sa vision. pouvoirs-de-base-2 Pouvoirs de base p Les vampires so || lore :: Vhodhal’nact'ru :: duc, elle n’a pas vraiment de barons même, elle n’a souvent, au mieux, que des chevaliers, très temporairement puisqu’on les élimine très vite, le plus souvent, la faction récupère ce qu’elle peut et a donc bien plus de Moroï que de vrais vampires. Elle a encore plus de strygoî néanmoins car certains vampires véritables en deviennent à cause de la « famine blanche », en régressant. p Il existe une reine, mais elle est endormie, pour être plus précis, Xinya MING, la reine de la faction « Shì hun zhe », a décapité la reine et gardé sa tête, «l’ Elfenbeinblut » conserve le corps inanimé en espérant un jour retrouver le crane pour la ramener || lore :: Alghul Almalakiu — histoire et culture ::  de pouvoirs. p Comme chez les autres vampires, la fertilité est basse alors on favorise la transformation, comme le lignage n’importe pas une seconde dans l’Alghul, il n’y a presque jamais de naissance de sang pur. Les Moroïs, ces sous-vampires intelligents, ont une place plus élevée que chez les autres factions également, fortement enchantés et ensorcelés par leurs maitres, ils voient leur durée de vie augmenter et parfois ils vivent tant que leurs créateurs existent. Les Moroï de l’alghul sont les plus puissants de toutes les cours, puisqu’ils égale au minimum les jeunes vampires d’autres factions. L’alghul est uen faction qui, par pr || lore :: Alghul Almalakiu — Vizirs, Masques et degrés :: passé. p Chaque vizir mène un ministère et la cour de l’Alghul sert donc à organiser la vie des membres « Innocents », c’est à dires ceux ayant peu de connaissance, généralement les vampires de moins de 5 siècles et les Moroïs. Il y a quatre niveau de conscience : p - L’innocence - L’intuition - La connaissance - La Transcendance p Chaque niveau désigne un rang chez les vampires dans l’Alghul, le dernier étant celui des Vizirs et de la reine. p L’alghul utilise des momies, des revenants, pour protéger les cryptes profondes à la place de « Veilleurs », car il serait inenvisageable de sacrifier un ancien vampire à une telle tâche. Les memb || lore :: Ihuito Meztzi — K’uhul Ajaw et Ah’kin :: core plus corrompues que les strygoï classiques), mais aussi d’autres revenants, en effet, l’Ihuito est une faction majoritairement portée sur les pouvoirs et la pureté du sang, plutôt que favoriser des Dhampires ou des Moroï (souvent purgés), ces vampires préfèrent asseoir leur maison sur des armées de morts-vivants exsangues mais aussi de Deimons ou de voyageurs corrompus. p Presque tous les K’uhul Ajaw ont un Hellghest comme monture par exemple et une momie gardant leur maison. Une momie n’est pas un serviteur faible, loin de là, c’est un mort-vivant scrupuleusement pétri de magie par des rituels funéraires complexes visant à en prése || lore :: Krovni Rytsari — maisons et système quinaire :: aque vampire possède une allégence à une maison princière, de la cour. Les mariages arrangés dans la krovni sont légion. Tous les membres de la krovni sont nobles, il n’y a pas de « roturiers » de la Krovni, ce sont les Moroïs et Strygoï qui servent cette place dans la société vampirique de la krovni. Tous étant noble, rattachée à une maison princière, même le plus pauvre des vampires est donc détenteur d’un certain pouvoir politique. p Comme énoncé, la fertilité des vampires est affreusement basse, quand un membre est tué, ne pouvant mourir de vieillesse, s’il n’a pas de descendant clairement nommé héritier, s’en suit un vote de ses vas || lore :: Les Cours vampiriques :: rompt un humain, c’est plutôt qu’un vampire corrompt l’héritage Khinae chez un humain le possédant. Un humain ne possédant pas cet héritage sera tué, son cadavre se relèvera néanmoins en strygoï généralement, parfois en Moroï. Ces créatures sont des revenants, des sous-vampires cadavériques qui possèdent soit la force physique d’un vampire pour les premières soit ses pouvoirs pour les seconds. p les Ombres, les garous, les atlantes, mages et autres, aucune créature la Terre n’a jamais été leur allié, bien au contraire, et maintenir un héritage culturel quand on subit génocide sur génocide n’est pas aisé. Pour se préserver, les vampires o || lore :: Oru Ayeraye — histoire de la Cour des ténèbres :: de amorphe son frère. Olayinka, une jeune prêtresse des ténèbres, récolta en urgence le fluide au sol et le jeta dans un puit, de ce puit, chaque nuit, suintait de l’essence de N’sa’Aagor, elle y jeta des animaux et des Moroï, tous devenant de strygoï noires. Olayinka commença à boire elle-même la substance. Ainsi naquit le culte de la « Fontaine des Ténèbres », le culte vampirique le plus redoutable. p Elle s’imposa comme archevêque de ce culte naissant et motiva le jeune roi à lever ses guerriers contre l’oppresseur, Oluwasegun, l’empereur des Vampires. Pendant des siècles, le culte et la résistance furent synonyme, secrets, mineurs, m
150	bestiaire-v15-pishtaco	Pishtaco	0	
151	bestiaire-v15-alan	Alan	8	lore :: Réalité augmentée, IA et holophones :: ttaque de hackers. p Pour les entreprises, le cout est dans la confiance des clients, mais pour les utilisateurs, il peut arriver que ce soit leur vie entière ainsi qui se perde. p Nombre d’holophones se vendent comme phalange désormais, un simple remplacement d’une phalange pour avoir un holophone intégré.Un certain nombre de client passent par l’immatériel total néanmoins en implant neuronal, mais la paranoïa certaine et généralisée atténue l’envie de se connecter ad vitam p Les citoyens de la grande Californie et des Etats-Unis passent par ces « fichiers citoyen » afin de voter, être soignés, percevoir des aides ou autre, le travail  || lore :: Delanial :: ois pour lui permettre de se sociabiliser au sein du cabinet de notaires. p Il est une forme d’Anti-Katanja, puisqu’il cherche à se cacher, s’isoler et surtout ne jamais revoir les siens. Même s’il est d’une puissance égalant ou surpassant les plus puissants dieux de la Terre, c’est un être si complexé, paranoïaque et effrayé par les Puissances qu’il n’a jamais rien accompli sur Terre et n’accomplira probablement jamais rien. p Serathè, Ux’Sharith, Anahita ou bien encore Belial et Rae’kath sentent son existence, bien qu’il ait effacé toute trace d’action les concernant, il ne peut anéantir le lien établi durant une trame temporelle, c’e || lore :: Le continent de l’Atlandide ::  va créer des courants électriques souterrains par piézoelectricité. Cette particulatité mène à avoir un climat assez chaud et humide naturellement, comme si l’Atlantide avait un chauffage par le sol, mais il est contrebalancé par de pussants vents marins et des tempêtes ravageuses, la foudre s’y abattant bien plus souvent qu’ailleurs, mais de manière prévisible, les Aseryns en maitrisant et prévoyant la chute des éclairs. Bien que l’île soit de taille comparable à l’Australie, l’eau y est omjniprésente par les lacs, les rivières mais aussi les innombrables avancées d’eau de mer. Le climat atlante varie selon la région où on se trouve,  || lore :: Talass :: t conductrice que ce soit en électricité, magie ou en pouvoir psychique. p Les Talass ont une anatomie segmentaire, la tête, les bras jusqu’aux poignets, le torse et le bassin forme un segment, chaque main puis chaque phalange, chaque cuisse, chaque morceau de queue est un segment à part, hormis le segment « vital », ils peuvent se faire arracher les autres sans ne subir aucune douleur, en revanche, cela ne repousse pas naturellement, donc ils n’apprécient pas vraiment quand ça arrive. p Le « segment vital » est le seul qui possède un génome propre, les segments détachables sont dotés d’un ADN neutre, commun à tous les Talass, qui peuve || lore :: 1.3. Iron revengers ::  dont « l’incompétence » a été soulignée plutôt que de reconnaitre l’Overtech syndrome, afin de ne pas épuiser les caisses de l’Etat, elle s’est retrouvée livrée à elle-même dans une société changeante. Quand elle tua Dealan Shaonny, un activiste néonazi du NROA, qui prônait le viol des femmes noires, elle fut jetée en prison, à Corcoran. Ce n’était pas son premier meurtre depuis son retour de la guerre, mais jusque-là, l’armée avait étouffé les deux autres cas, légitime défense pour le premier et mort accidentelle pour le second. Pour beaucoup, la prison est un moment aussi atroce qu’inutile dans leur vie, où les regrets et la souffran || lore :: Cartel de Sinaloa :: artel, dès lors il exploitera l’individu jusqu’à sa mort, officiellement, assassiner pour le cartel libérerait de la dette, mais en général, une fois en prison, un gangster est payé pour éliminer toute personne pouvant balancer. p Le cartel associe beaucoup de gens à ses activités, même si on sert le cartel à vie, les plus humbles associés peuvent disparaitre et fuir, ils ne sont pas souvent recherchés. activites-4 Activités p Un cartel ne fonctionne pas comme une mafia, son organisation revête une apparence extrêmement chaotique et floue, il peut exister plusieurs barons simultanément dans un même cartel, c’était le cas de celui de Sin || lore :: CONTEXTE GENERAL :: ’en avaient simplement ni les moyens ni même les outils. p Les armées, en revanche, avaient bénéficié des plus grands experts et de moyens colossaux, alors en sortie de guerre, elles furent à leur tour dépouillée et on balança des militaires à toutes les fonctions possibles aux Etats-Unis. p L’essor de la Californie comme singularité durant les grandes crises vint surtout de son adaptabilité, et d’une nécessité absolue, possédant les plus grands ports du Pacifique, la Californie était la destination principale de l’émigration durant la guerre, surtout concernant des pays d’Asie, la grosse immigration a nourri le renforcement monstrueux  || lore :: HERBREWS CORPORATION :: nombreux pays, certain que l’Humanité entière méritait les bienfaits de l’alcool peu importe l’âge, il est toutefois évincé lors d’un vote de son conseil, le budget derrière une telle guerre contre les gouvernements ne valant pas les gains prévus, eux-mêmes surestimés. C’est ainsi que Jie LUO lui succéda, la même année, doublant presque les profits de la megacorporation par de grandes réformes internes et énormément de licenciements. p En 2032, Pepsico est remanié puis racheté, « Bubble pro » corporation est née, mais en 2035, la corporation est à 75% aux mains de Herbrews corporation, comptant comme une branche quoi qu’officiellement e
152	bestiaire-v15-strzyga-strzygon	Strzyga / Strzygoń	0	
153	bestiaire-v15-momie	Momie	3	lore :: Autres créatures :: ent aux vivants pour « compléter » ce vide, même s’ils n’ont généralement aucun moyen de retrouver une âme. Parmi les « cadavres », on trouve les « zombies », « les squelettes », les « strigoï », les « Wendigos », les « momies » et bien d’autres. p Les « fantômes » p Il s’agit de revenants immatériels, à l’opposés des « cadavres », il s’agit d’âmes privées de leurs corps, avec le plus souvent assez peu de capacités d’action sur le monde des mortels ils s’acharnent à communiquer et essayer de voler des corps ou de l’énergie aux mortels. On trouve parmi eux « les spectres », « les dames blanches », « sluaghs », « lémures » ou bien encore l || lore :: Alghul Almalakiu — Vizirs, Masques et degrés :: e conscience : p - L’innocence - L’intuition - La connaissance - La Transcendance p Chaque niveau désigne un rang chez les vampires dans l’Alghul, le dernier étant celui des Vizirs et de la reine. p L’alghul utilise des momies, des revenants, pour protéger les cryptes profondes à la place de « Veilleurs », car il serait inenvisageable de sacrifier un ancien vampire à une telle tâche. Les membres de l’alghul ont des pouvoirs nécromantiques assez fort, certains Mages ont parfois peur d’utiliser de la nécromancie face à l’un d’entre eux. p Du fait de leur rituel de réincarnation par le sang, certains membres de l’Alghul sont toutefois plus  || lore :: Ihuito Meztzi — K’uhul Ajaw et Ah’kin :: és), ces vampires préfèrent asseoir leur maison sur des armées de morts-vivants exsangues mais aussi de Deimons ou de voyageurs corrompus. p Presque tous les K’uhul Ajaw ont un Hellghest comme monture par exemple et une momie gardant leur maison. Une momie n’est pas un serviteur faible, loin de là, c’est un mort-vivant scrupuleusement pétri de magie par des rituels funéraires complexes visant à en préserver au mieux l’intégrité magique plus que physique en vérité. p Les maisons religieuses, quant à elles n’ont pas la même fonction, tous les Ah’kin sont des Veilleurs par principe, ils sont enterrés dans des temples ou des souterrains oubl
154	bestiaire-v15-draugar	Draugar	0	
155	bestiaire-v15-jiangshi	Jiangshi	0	
156	bestiaire-v15-liche-faucheuse	Liche / Faucheuse	0	
157	bestiaire-v15-doppelganger	Doppelgänger	0	
158	bestiaire-v15-barghest	Barghest	2	lore :: Autres créatures :: lan des mortels dont ils se nourrissent, ils ont besoin des mortels pour se maintenir dans la dimension de ces derniers car ils ne sont pas comme les « Voyageurs », ils ne sont pas libres d’aller et venir. « Goules », « Barghest », « Hellhest », Caith Sidh » ou bien encore « Dopple gangers » sont des exemples de ces créatures, à la forme inhumaine mais l’intelligence malfaisante. p Les « Projections » p Il s’agit de créature « récentes », elles sont l’écho des espèces pensantes et manieuse de pouvoirs, comme leur nom l’indique elles sont les projections des désirs, des peurs, des remords ou bien encore de l’inconscient des vivants, on les n || pnj :: Chamunda DHAVALE ::  les autres, il a une part assez sombre et même en 2035, il pratique l’anthropophagie plus régulièrement que les autres clans. Normal p Les garous de ce clan pratiquent la sorcellerie de plus, ils chassent notamment les barghest, les « chiens des ténèbres », pour obtenir quelques pouvoirs en les asservissant tels que les crocs d’ombre ou bien encore des hurlements plus puissants. Ils dévorent des humains pour traquer des Mages ou des sorciers et en arracher la magie, naturellement, les garous n’ont pas spécialement d’affinité magique mais ainsi, ils la renforcent. Normal
159	bestiaire-v15-cat-sidhe	Cat Sidhe	0	
160	bestiaire-v15-afanc	Afanc	0	
161	bestiaire-v15-helhest	Helhest	0	
162	bestiaire-v15-dullahan	Dullahan	0	
163	bestiaire-v15-insomnium	Insomnium	0	
164	bestiaire-v15-somnium	Somnium	1	lore :: Autres créatures :: es et manieuse de pouvoirs, comme leur nom l’indique elles sont les projections des désirs, des peurs, des remords ou bien encore de l’inconscient des vivants, on les nomme « cauchemars », « fantasmes » ou bien encore « Somnium », ces entités dépendent d’un créateur et bien souvent ne lui survivent pas. p Les « revenants » p Les « revenants » sont des créatures issues des espèces vivantes. A leur morts, ces créatures peuvent se réanimer, par un pouvoir malfaisant ou leur seule volonté, par une erreur du cycle ou un long processus. Toutes les espèces vivantes peuvent potentiellement devenir des revenant à la mort de leur corps. Les revenant
165	bestiaire-v15-fantasme	Fantasme	8	lore :: Autres créatures :: nt l’écho des espèces pensantes et manieuse de pouvoirs, comme leur nom l’indique elles sont les projections des désirs, des peurs, des remords ou bien encore de l’inconscient des vivants, on les nomme « cauchemars », « fantasmes » ou bien encore « Somnium », ces entités dépendent d’un créateur et bien souvent ne lui survivent pas. p Les « revenants » p Les « revenants » sont des créatures issues des espèces vivantes. A leur morts, ces créatures peuvent se réanimer, par un pouvoir malfaisant ou leur seule volonté, par une erreur du cycle ou un long processus. Toutes les espèces vivantes peuvent potentiellement devenir des revenant à la mort || lore :: Daemons :: arne la féminité et la maternité, les pulsions sexuelles mais aussi tous les désirs en général. Elle est nommée « Aphrodite », « Freyja », « Isis » ou bien encore « Ishtar » à travers les civilisations. Elle incarne les fantasmes les plus fous et la fertilité, la dévotion également, la croyance religieuse étant un amour parmi les autres. p Pouvoir offert : Les démons de Lilith sont d’une beauté telle qu’ils ne sont jamais mis à mort par des êtres capables d’en apprécier le charme, les blessures qu’on leur inflige sont toujours réduites en proportion de l’attirance qu’on a pour eux. p Mammon p Dieu de la Mort, de la vieillesse, du destin et  || lore :: Le continent de Hyperboree :: e notable qu’ils président, tout est voté à main levée et toute décision contestée est soit tranchée par le Jarl soit par duel judiciaire. Les noms des Duchés évoquent assez directement la mythologie nordique les ayahnt fantasmé : Valhollis a donné le Valhalla qui est le palais d’Odin, Volkvangra a donné Folkvangr qui est le palais de Freyja, Vingolfa est l’équivalent du Valhalla pour les déesses, Ydalira donna Ydalir la vallée des If qui est le lieu de résidence du Dieu Ull, Glitniris donna Glitnir, la demeure du dieu Forseti, Eljudniris donna Eljudnir qui est le palais de la déesse Hel, enfin, Valaskjalfir donna Valaskjalf qui est une rés || lore :: Néopaganisme — informations :: plongé dans ces croyances. p Le néopaganisme a plusieurs origines en tant que retour à d’anciennes croyances, il a surtout été formulé d’une part par les mouvements nationalistes cherchant, par exemple à renouer avec un fantasme romancé des anciens peuples soi-disant ancestraux en chaque pays moderne puis durant les années 70, par les mouvement tout au contraire plus hippies et New Age, profondément de gauche où la recherche d’un idéal écologique ou féministe s’accommodait mieux de croyances en des déesses-mère que le Christianisme. p Pendant longtemps, le néopaganisme est resté très divisé et varié, forcément, avec des idéologie d’extrême- || lore :: Religions en 2035 — nouvelles pratiques et nouvelles fois :: gner à s’allier pour de telles constructions. p Concernant les nouvelles, elles ont à peu près la même organisation mais sont souvent moins compatibles, le neopaganisme prend plutôt chez les insurgés et les neopunks, un fantasme de la violence chez les anciens panthéons semble séduire énormément la jeunesse de 2035 chez les plus rebelles. p L’Eglise cybernétique est incroyablement puissante de son coté, ne s’alliant à aucune autre elle a une emprise plus grande dans les megacorporations, qu’elle a d’ailleurs parfois financé grandement. Comme elle ne se base pas sur des croyances anciennes, ses cadres sont souvent d’anciens grands noms de la || lore :: Secte Siobhainiste :: SIRIDEAN est la plus grande actrice du monde. Elle est vénérée et adorée par des millions de gens comme personne avant en dehors des figures religieuses et précisément en cela, elle a vu naitre un culte autour d’elle. p Fantasme pour énormément de personnes, la secte se base sur sa perfection inégalable, on parle de l’actrice la plus émouvante, la plus belle mais aussi la plus forte, ayant été grande championne toute catégorie en MMA et ayant fait la guerre, ayant même abattu des nords-coréens avant de s’engager… p Sa légende est source de vénération tant et si bien que certains la voient comme une déesse tout simplement, une divinité prote || lore :: Species Merging Research Center ::  compatible avec les autres représentants de ces espèces. Une grande fusion dans une unique espèce artificielle qui regroupera le meilleur des avantages évolutifs. p Ce projet semble basiquement prodigieux, un véritable fantasme que d’avoir la beauté des humains, reconnue dans la galaxie entière, la régénération des Rocréens, enviées de tous, la maitrise de la chimie interne des Baséanh, particulièrement utile, la robustesse alimentaire des Mo’sens ou bien encore l’aptitude à vivre en apnée des jours comme les Thalsios, particulièrement utile dans l’espace. p Hélas, il suffit d’avoir les plus fines bases en génétique pour commencer à object || lore :: Temple de Lilith :: nctuaire du désir p Les studios de Redwheels forment le Temple de Lilith. Le choix n’a rien d’accidentel : Lilith règne sur l’amour, le désir, la beauté, la fertilité et la dévotion, et son culte prospère partout où les fantasmes, l’attention et les passions humaines deviennent une force collective. p Le Temple brouille volontairement la frontière entre commerce, spectacle, intimité et religion. Beaucoup de mortels peuvent y participer sans jamais comprendre la nature réelle du lieu, tandis que les serviteurs de Lilith y trouvent un terrain idéal pour attirer, éprouver ou lier ceux dont les désirs sont assez puissants pour devenir une porte
166	bestiaire-v15-cauchemar	Cauchemar	3	lore :: Autres créatures :: ntes », elles sont l’écho des espèces pensantes et manieuse de pouvoirs, comme leur nom l’indique elles sont les projections des désirs, des peurs, des remords ou bien encore de l’inconscient des vivants, on les nomme « cauchemars », « fantasmes » ou bien encore « Somnium », ces entités dépendent d’un créateur et bien souvent ne lui survivent pas. p Les « revenants » p Les « revenants » sont des créatures issues des espèces vivantes. A leur morts, ces créatures peuvent se réanimer, par un pouvoir malfaisant ou leur seule volonté, par une erreur du cycle ou un long processus. Toutes les espèces vivantes peuvent potentiellement devenir des rev || lore :: Daemons :: Pouvoir offert : Les démons de Belial peuvent manipuler le feu et la chaleur. Ils ne peuvent pas être tués par cet élément (ne peuvent pas être immolés ou percés par un laser) p Diablo p Dieu de l’ombre, de la nuit, des cauchemars et de la peur. Il incarne l’inconnu, les ténèbres et le mystérieux. Il est nommé « Erèbe », « Apophis », « Tchernobog » ou bien encore « Nott » à travers les civilisations. Il est une figure du malsain et de la peur qu’engendre la nuit. p Pouvoir offert : Les démons de Diablo peuvent copier tous les pouvoirs des « Ombres » et des vampires qui sont utilisés contre eux. p Lilith p Déesse de l’amour et des sentiments, || lore :: Temple de Diablo :: mples-temple-diablo Temple de Diablo Organisations source_detaillee all factions_Temples Daemoniaques.pdf Temples Daemoniaques le-sanctuaire-de-la-peur-1 Le sanctuaire de la peur p Diablo règne sur la nuit, l’ombre, les cauchemars et la peur. Son Temple prospère naturellement dans les lieux où la lumière est absente mais surtout là où l’imagination transforme cette absence en menace. p Ses daemons imitent une partie des pouvoirs des Ombres et des vampires, ce qui renforce la confusion entre prédateur nocturne, créature de la Vérité et serviteur divin. Le Temple exploite cette ambiguïté : la peur fonctionne d’autant mieux que la victime ne sa
167	bestiaire-v15-croque-mitaine	Croque-mitaine	0	
168	bestiaire-v15-chien-noir-black-shuck	Chien noir / Black Shuck	0	
169	bestiaire-v15-kochtchei	Kochtcheï	4	verite :: 13. Mages :: me de conscience et s’incarnèrent dans des êtres vivants. Sur de très longues périodes, certaines lignées devinrent particulièrement compatibles avec eux et donnèrent naissance aux Voyageurs : Dives, Gorgones, Amazones, Kochtchei, Babayaga et autres êtres dont les mythologies ont conservé des souvenirs déformés. Normal affinite-dominante Affinité dominante p À l’éveil, le Mage choisit une Affinité native de son Mageius. Elle commence gratuitement à Maîtrise Initiale / Amplitude Mineure. Normal construire-et-lancer-un-sort Construire et lancer un sort p Jet de magie : Volonté + Maîtrise spirituelle + 1d10e Normal || lore :: Mages :: tion magique. p Avec les millions d’années, certaines espèces devinrent plus promptes à les recevoir, elles donnèrent les « Voyageurs », des créatures singulières telles que les géants « Dives », les « gorgones », les « Kochtchei et babayaga» , « croquemitaines » et « Amazones », des peuples mythologiques qui ne survécurent pas. p En revanche, les « Mageius » se fixèrent aussi aux espèces invasives et notamment chez les humains. Les « Mageius » humains changèrent, ils donnèrent des civilisations entières de « Mages » et des lignées associées. Ils étaient appelés « Myrddin » par les elfes p Tous les descendants de « Mages » ne possèdent pas d || lore :: Ihuito Meztzi — fondation et cycle du sang :: que. Il traquait plus encore ceux corrompus, comme lui et c’est ainsi qu’il détruisit toute lignée vampiriques autre que la sienne sur les continents Américains. S’instaurant comme une force de la nature, il s’allia aux Kochtchei, notamment l’Ancienne pour qu’ils ne dénoncent toute concurrence, repoussant au nord les khinae non corrompus. Très tôt, l’Ancienne lui révéla comment utiliser ses pouvoirs de V’aagor afin d’emprisonner un Mageius, celui d’une Dive ancienne, une fille d’Ymir, Brimhild . Avec ce Mageius, ses dons de Khinae et les innombrables créatures dévorées, Quetzal s’imposa comme une divinité surpuissante aux yeux des mortels, c || lore :: Point sur les lignées :: ser, pas avant que Kalirath, son ennemi juré, ne le fasse. p En effet, Kalirath était devenu fou, au lieu de trouver un moyen de vaincre les fléaux, il avait trop approché leurs pouvoirs, guidé par Babayaga, la mère des Kochtchei, comme elle, il se fit corrompre par les fléaux bien qu’ils n’aient été vaincus par les dieux. L’aseryn utilisait sa foudre pour purger son corps constamment mais n’était qu’une bombe à retardement, instable quoi que puissant. Il céda beaucoup de ses recherches au Mausolée, y allant souvent. p Bien qu’exilé, Kalirath revenait au Mausolée, provoquant la rage d’Athegos, après des temps où il le fit pacifiquement, il f
170	bestiaire-v15-gorgone	Gorgone	6	verite :: 13. Mages :: par acquérir une forme de conscience et s’incarnèrent dans des êtres vivants. Sur de très longues périodes, certaines lignées devinrent particulièrement compatibles avec eux et donnèrent naissance aux Voyageurs : Dives, Gorgones, Amazones, Kochtchei, Babayaga et autres êtres dont les mythologies ont conservé des souvenirs déformés. Normal affinite-dominante Affinité dominante p À l’éveil, le Mage choisit une Affinité native de son Mageius. Elle commence gratuitement à Maîtrise Initiale / Amplitude Mineure. Normal construire-et-lancer-un-sort Construire et lancer un sort p Jet de magie : Volonté + Maîtrise spirituelle + 1d10e Normal || lore :: Autres créatures :: rturbent beaucoup l’Hologramme donc et son détesté par les espèces de la Vérité, les « Voyageurs » n’obéissant à personne. On trouve parmi eux les « Croquemitaines », les « amazones », les « Dises » ou bien encore les « Gorgones » pour ne citer que ceux-là. Ils sont les seules autres créatures avec les Mages à posséder des Mageius et ont été exterminés par les Mages pour ça. p Les « Deimons » p Il s’agit d’une très ancienne espèce immatérielle, tous les Deimons ne forment qu’une seule et même espèce spirituelle, des « Esprits de l’ombre », polymorphes et aux habitudes variables, ils ont oublié ce qu’ils étaient en s’acharnant à passer dans || lore :: Mages :: ngeant par pure action magique. p Avec les millions d’années, certaines espèces devinrent plus promptes à les recevoir, elles donnèrent les « Voyageurs », des créatures singulières telles que les géants « Dives », les « gorgones », les « Kochtchei et babayaga» , « croquemitaines » et « Amazones », des peuples mythologiques qui ne survécurent pas. p En revanche, les « Mageius » se fixèrent aussi aux espèces invasives et notamment chez les humains. Les « Mageius » humains changèrent, ils donnèrent des civilisations entières de « Mages » et des lignées associées. Ils étaient appelés « Myrddin » par les elfes p Tous les descendants de « Mages  || lore :: La croix d’Emphyrra : La Fédération Elfique :: s des Fléaux. Afin de cultiver leur puissance magique ils ont souvent tissé des liens étroits avec ls Voyageurs et les Deimons. Le conseil des Anciens essaya de les intégrer, mais les liens avec les Dives et surtout les gorgones, les deimons, tout cela mena à ce que beaucoup d’elfes noirs ne restent assez réticents. Alliés aux Voyageurs, ils sont restés farouchement haineux des Mages et en ont tué autant que la Chasse Fantastique. L’idéologie de cette faction est de s’émanciper du corps physique pour que les membres de la fédérations ne se transcende par les Ombres en intégrant ces créatures. Ironiquement, ils rejoignent la vision de Motso || lore :: Le Syndicat de Jade :: a plus puissante impératrice sur Terre, possiblement de toutes les épôques confondues, prenant les sous-sols de la dimension de « Midgard » mais aussi des dimensions plus sombres, s’engageant dans des guerres contre les Gorgones et autres voyageurs troglodytes. Hélas, les nains aussi s’installèrent et quand l’immonde Motsognir et ses duergars prirent els souterrains, les Ashylls (gobelins), furent obligés de remontés et se soumettre aux lois des « surfaceux ». Elle intrigua pour avoir une place au conseil des Anciens et alors qu’elle avait tout pour réussir, ses ducs firent un pacte avec les chefs orcs pour fonder leur propre alliance, cré || lore :: Les enfants de Nidavellir :: le roi elfe gagna en influence, ce qui ne plaisait pas à Motsognir. Deux factions se divisèrent largement : ceux de la surface et ceux des profondeurs, préférant refuser l’alliance des Exilés à un rapprochement avec les Gorgones et les Deimons, deux peuples du genre « Ombre ». Quand la guerre de la Magie débuta, Motsognir, l’archimage nain, préféra trahir les autres exilés, pour enfermer le plus possible de magie dans les profondeurs où il résidait, sans partager. Le conseil des Anciens pensa qu’il se fit détruire par la magie ainsi dérobée au Monde et on n’entendit plus parler des « Duergars », les nains des profondeurs, alors que les « N
171	bestiaire-v15-lutin-du-petit-peuple	Lutin du petit peuple	0	
172	bestiaire-v15-elementaire-lie-a-un-sanctuaire	Élémentaire lié à un sanctuaire	0	
173	bestiaire-v15-golem-feerique	Golem féerique	0	
174	bestiaire-v15-zoanide-gardien	Zoanide gardien	0	
175	bestiaire-v15-kappa	Kappa	0	
176	bestiaire-v15-kelpie	Kelpie	0	
177	bestiaire-v15-leshy	Leshy	0	
178	bestiaire-v15-domovoi	Domovoï	0	
179	bestiaire-v15-curupira	Curupira	0	
180	bestiaire-v15-patupaiarehe	Patupaiarehe	0	
181	bestiaire-v15-each-uisge	Each-Uisge	0	
182	bestiaire-v15-saci	Saci	0	
183	bestiaire-v15-taniwha-territorial	Taniwha territorial	0	
184	bestiaire-v15-nuckelavee	Nuckelavee	0	
185	bestiaire-v15-dokkaebi	Dokkaebi	0	
186	bestiaire-v15-boitata	Boitatá	0	
187	bestiaire-v15-aswang-metamorphe	Aswang métamorphe	0	
