index	id	title	chapter	family	subfamily	description_blocks	description_chars	description
77	bestiaire-v15-drone-de-breche-aidh-ancien	Drone de brèche AIDH ancien	1.2 PNJ Vérité	Menaces artificielles	Reliquats AIDH	1	180	Le Drone de brèche ouvre portes, coques et barricades avant l’entrée d’une équipe. Lent, blindé et très peu subtil, il est plus proche d’un outil de siège autonome que d’un soldat.
78	bestiaire-v15-drone-de-confinement-aidh-ancien	Drone de confinement AIDH ancien	1.2 PNJ Vérité	Menaces artificielles	Reliquats AIDH	1	209	Le Drone de confinement combine capteurs de cohérence et techniques anti-possession. Il n’annule pas le surnaturel : il crée une zone instrumentée qui rend certaines manifestations plus difficiles à maintenir.
79	bestiaire-v15-automate-de-recuperation-g-corporation	Automate de récupération G-corporation	1.2 PNJ Vérité	Menaces artificielles	Automates de G-corporation	1	246	L’Automate de récupération reçoit l’identité d’un actif, vient le récupérer et ignore tout ce qui ne bloque pas directement sa mission. Sa logique est étroite, déterminée et beaucoup plus dangereuse qu’un comportement de simple robot de sécurité.
80	bestiaire-v15-sentinelle-biometrique-g-corporation	Sentinelle biométrique G-corporation	1.2 PNJ Vérité	Menaces artificielles	Automates de G-corporation	1	234	Plateforme statique ou semi-mobile, la Sentinelle biométrique protège une salle, un coffre ou un dispositif dont l’accès dépend d’une signature biologique, mentale ou énergétique. Sa puissance vient d’abord de la fermeture du terrain.
81	bestiaire-v15-gardien-de-silcenter	Gardien de Silcenter	1.2 PNJ Vérité	Exilés	Silcenters et HDS	1	289	Les Silcenters sont des quartiers de Vérité protégés où logements, commerces, écoles et lieux d’apprentissage permettent aux Exilés de vivre sans traiter chaque Révélation comme une crise. Le Gardien cherche d’abord à contenir une exposition, évacuer les civils et préserver la communauté.
82	bestiaire-v15-praticien-hds-de-l-union-elfique	Praticien HDS de l’Union Elfique	1.2 PNJ Vérité	Exilés	Silcenters et HDS	1	292	La HDS — Hologram Distorsion Skill — est une discipline de distorsion du Voile particulièrement systématisée par l’Union Elfique. Un praticien expérimenté peut sentir une Révélation, en bloquer la progression et faire réagir l’Hologramme contre un usage trop manifeste de capacités de Vérité.
83	bestiaire-v15-eclaireur-du-faucon-de-malachite	Éclaireur du Faucon de Malachite	1.2 PNJ Vérité	Exilés	Croix d’Emphyrra	1	213	Le Faucon de Malachite défend autonomie, terrain et refus des dépendances. Ses éclaireurs lisent le terrain, se camouflent contre les capteurs et pratiquent un sabotage ciblé au sein d’équipes de terrain modernes.
84	bestiaire-v15-thaumamedecin-du-serpentaire-de-citrine	Thaumamédecin du Serpentaire de Citrine	1.2 PNJ Vérité	Exilés	Croix d’Emphyrra	1	250	Le Serpentaire de Citrine associe exigence, maîtrise des codes et haute médecine magique. Le Thaumamédecin maintient un groupe en état, corrige des afflictions récentes et restaure des lésions graves lorsque la scène lui laisse suffisamment de temps.
85	bestiaire-v15-exorciste-de-l-aigle-de-larvikite	Exorciste de l’Aigle de Larvikite	1.2 PNJ Vérité	Exilés	Croix d’Emphyrra	1	262	L’Aigle de Larvikite cultive l’intransigeance spirituelle, les rites anciens d’Aèr et le refus de la soumission. Ses Exorcistes se spécialisent dans possessions, ancrages, autels et pressions surnaturelles plutôt que dans la simple fonction de prêtre combattant.
86	bestiaire-v15-veilleur-du-hibou-d-onyx	Veilleur du Hibou d’Onyx	1.2 PNJ Vérité	Exilés	Croix d’Emphyrra	1	265	Le Hibou d’Onyx étudie les Ombres, leurs ancrages et une symbiose contrôlée avec l’immatérialité. Ses techniques le rendent dangereux dans les lieux hantés, mais elles restent bornées : il n’obtient ni omniscience spirituelle ni invulnérabilité physique permanente.
87	bestiaire-v15-runiste-whurten	Runiste whurten	1.2 PNJ Vérité	Exilés	Héritages whurtens	1	247	Les Runes whurtennes sont des pictogrammes réellement inscrits sur un support. Le Runiste de terrain prépare garde, scellement et interaction avec l’immatériel ; sa magie est lente et matérielle, et détruire le support détruit aussi l’inscription.
88	bestiaire-v15-garde-de-jade	Garde de Jade	1.2 PNJ Vérité	Exilés	Réseaux ashylls et Syndicat de Jade	1	296	Le Syndicat de Jade est une grande mafia de la Vérité historiquement gobelino-thulkar, mais capable d’intégrer d’autres Exilés. Ses équipes de sécurité protègent Jadecenters, courtiers et transactions en utilisant le couvert, le feu croisé et une mobilité préparée plutôt qu’une armure de guerre.
89	bestiaire-v15-contrebandier-ashyll-du-syndicat-de-jade	Contrebandier ashyll du Syndicat de Jade	1.2 PNJ Vérité	Exilés	Réseaux ashylls et Syndicat de Jade	1	205	Le Contrebandier ashyll maîtrise routes grises, points morts et cargaisons de Vérité. Sa petite morphologie et son talent d’improvisation se combinent avec l’infrastructure clandestine du Syndicat de Jade.
90	bestiaire-v15-guerrier-de-la-horde-divine	Guerrier de la Horde Divine	1.2 PNJ Vérité	Exilés	Hordes thulkars	1	215	La Horde Divine suit une doctrine d’Ashorn fondée sur la coordination, la fixation de cible et la riposte. Un guerrier expérimenté y vaut autant par la cohésion qu’il crée autour de lui que par sa force personnelle.
91	bestiaire-v15-sapeur-de-la-horde-des-cendres	Sapeur de la Horde des Cendres	1.2 PNJ Vérité	Exilés	Hordes thulkars	1	260	La Horde des Cendres transpose l’héritage thulkar dans le chantier, la fortification et l’effort collectif. Ce sapeur est capable de transformer en quelques instants un décor disponible en position défensive ou de tenir une structure le temps d’une évacuation.
92	bestiaire-v15-technomage-azmenorien-servant-de-pluton	Technomage azménorien — Servant de Pluton	1.2 PNJ Vérité	Exilés	Héritages azménoriens	1	321	Les Servants de Pluton connaissent particulièrement bien les technologies extrales et veulent garder la Terre invisible et peu intéressante pour la galaxie. Le Technomage combine cette doctrine de discrétion avec une Technomagie moderne, sans disposer des capacités impériales antiques ni des technologies AIDH de pointe.
93	bestiaire-v15-krovni-rytsari-chevalier-ecarlate	Krovni Rytsari — Chevalier écarlate	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Vampires	1	204	Un Krovni est un prédateur de guerre : rang, serment et commandement sont aussi importants que la brutalité. Ce vétéran exprime un Sang Écarlate centré sur la force, la vitesse et la perception hématique.
94	bestiaire-v15-alghul-almalakiu-thanatologue-traqueur	Alghul Almalakiu — Thanatologue traqueur	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Vampires	1	248	L’Alghul vit au voisinage des morts sans être lui-même un Revenant. Écho des Morts et Sang Traqueur font de ce spécialiste un enquêteur terrifiant : il lit les restes, diagnostique les faiblesses anatomiques et façonne son sang comme outil ou arme.
95	bestiaire-v15-oru-ayeraye-infiltrateur-masque	Oru Ayeraye — Infiltrateur masqué	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Vampires	1	218	La Cour des Ténèbres sait littéralement disparaître dans l’obscurité. Associée au Sang Masqué, elle produit un infiltrateur capable de copier visage, voix et morphologie d’anciennes proies sans obtenir leurs souvenirs.
96	bestiaire-v15-ihuito-meztzi-duelliste-orageux	Ihuito Meztzi — Duelliste orageux	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Vampires	1	177	Chez l’Ihuito, la Prédation alimente immédiatement les manifestations du Sang. Ce duelliste de Sang Orageux transforme chaque morsure réussie en fenêtre de surcharge électrique.
97	bestiaire-v15-shi-hun-zhe-revelateur-de-l-equilibre	Shi Hun Zhe — Révélateur de l’Équilibre	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Vampires	1	228	Le Shi Hun Zhe vole momentanément un équilibre que sa malédiction ne devrait pas posséder. Avec le Sang Révélateur, il lit les pensées présentes et confronte les illusions ou transformations surnaturelles à une vérité sanglante.
98	bestiaire-v15-gardien-du-pelage-gris	Gardien du Pelage Gris	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Garous — Pelages	1	152	Le Gris place la meute avant sa propre sécurité. Sa Tradition lui permet de traverser le combat pour devenir la cible d’une attaque destinée à un allié.
99	bestiaire-v15-chasseur-territorial-du-pelage-noir	Chasseur territorial du Pelage Noir	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Garous — Pelages	1	167	Le Noir transforme un lieu qu’il a parcouru et marqué en territoire de meute. Sur ce terrain il est très difficile à Surprendre et coordonne instinctivement la chasse.
100	bestiaire-v15-ulfhednar-du-pelage-blanc	Ulfhednar du Pelage Blanc	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Garous — Pelages	1	178	Le Blanc est le Garou de discipline martiale : il retient une part de son action pour réagir, coordonne les compétences de combat et puise dans la mémoire des anciens Ulfhednars.
101	bestiaire-v15-lame-vive-du-pelage-roux	Lame vive du Pelage Roux	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Garous — Pelages	1	269	Le Roux maîtrise la transformation partielle : même sans prendre l’hybride complet, il fait apparaître griffes, crocs, sens ou puissance localisée. Le bloc ci-dessous le montre finalement en hybride, mais ses traits permettent de le jouer dangereux avant la Mue totale.
102	bestiaire-v15-mediateur-du-pelage-brun	Médiateur du Pelage Brun	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Garous — Pelages	1	180	Le Brun est le Pelage de l’accord spirituel. Il perçoit les Keltas/esprits, communique avec eux et peut calmer sa propre Frénésie ou nouer un petit pacte avec un esprit compatible.
103	bestiaire-v15-devoreur-de-traces-du-pelage-dore	Dévoreur de Traces du Pelage Doré	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Garous — Pelages	1	194	Le Doré consomme une part de créatures surnaturelles mortes pour retenir temporairement une Trace de leur nature. Ce n’est pas une copie intégrale : il vole une propriété simple et identifiable.
104	bestiaire-v15-grand-felin-tigre-de-l-angle-mort	Grand Félin — Tigre de l’angle mort	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	205	Les grands Félins sont parmi les Khinae les plus redoutables individuellement. Ce Tigre privilégie l’embuscade, le bond et l’écrasement d’une proie isolée plutôt qu’une organisation comparable aux Pelages.
105	bestiaire-v15-serpent-khinae-vipere-hemotoxique	Serpent Khinae — Vipère hémotoxique	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	194	Les Hommes-Serpents survivent en petites lignées dispersées. Cette variante Vipère privilégie frappe de réaction, perception du vivant et venin hémotoxique plutôt que la masse d’un constricteur.
106	bestiaire-v15-renard-khinae-libre-faussaire-de-pistes	Renard Khinae libre — Faussaire de pistes	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	254	La plupart des Renards connus ont été happés par V’Aagor, mais quelques lignées Khinae demeurent libres. Leur ruse n’est pas une illusion universelle : elle agit surtout sur ce qu’ils laissent derrière eux — odeurs, sons, traces et directions plausibles.
107	bestiaire-v15-requin-khinae-predateur-des-courants	Requin Khinae — Prédateur des courants	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	232	Les Hommes-Requins sont les principaux Khinae marins ayant conservé leur indépendance face à Thul. En forme hybride et dans l’eau, ils chassent par sang, pression et activité bioélectrique, puis verrouillent physiquement leur proie.
108	bestiaire-v15-bouda-chasseur-de-bande	Bouda — Chasseur de Bande	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	227	Les Hommes-Hyènes ont reconstruit des communautés secrètes après avoir frôlé l’extermination. Leur Bande n’est pas une Meute de Garous : elle est temporaire, bruyante, opportuniste et se recompose autour d’un objectif immédiat.
109	bestiaire-v15-berserkir-homme-ours	Berserkir — Homme-Ours	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	303	Les Berserkirs sont des descendants de Khinae massifs et rarement organisés en grandes communautés. Leur ancien pacte avec les Ulfhednars explique qu’ils puissent parfois apparaître aux côtés des Pelages Blancs, mais leur identité première reste celle d’un corps de guerre presque impossible à déplacer.
110	bestiaire-v15-crocodilien-khinae-fossile-d-embuscade	Crocodilien Khinae — Fossile d’embuscade	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	209	Les Crocodiliens incarnent la branche terrestre Khinae la plus lourdement blindée : immobilité presque parfaite, embuscade aquatique, prise de mâchoire et capacité à entraîner une proie dans son propre milieu.
111	bestiaire-v15-rapace-khinae-faucon-des-hauteurs	Rapace Khinae — Faucon des hauteurs	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	198	Les lignées aviaires dominent la verticalité sans créer un sous-système de vol permanent. Ce Faucon enchaîne bonds ailés, perchoirs et plongées rapides, puis doit toujours retrouver un support réel.
112	bestiaire-v15-chat-khinae-intermediaire-entre-les-monstres	Chat Khinae — Intermédiaire entre les monstres	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Autres descendants de Khinae	1	261	Les Hommes-Chats ont survécu moins par domination physique que par curiosité, diplomatie et capacité à passer là où personne ne les attend. Beaucoup de créatures acceptent de parler à un Chat précisément parce qu’il refuse d’être le familier de qui que ce soit.
113	bestiaire-v15-mage-kaharal-architetramancien-de-combat	Mage Kaharal — Architétramancien de combat	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Mages	1	177	Kaharal agit sur matière, forme et monde physique. Cet architétramancien connaît surtout les éléments et modèle le décor plutôt que de chercher une exécution anatomique absurde.
114	bestiaire-v15-mage-meldir-scelleur-thaumamedecin	Mage Meldir — Scelleur thaumamédecin	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Mages	1	209	Meldir regroupe ordre, lumière et restauration. Le Scelleur thaumamédecin combine Acratomancie de scellement et Médéomancie ; il est surtout dangereux parce qu’il contrôle la scène tout en réparant ses alliés.
115	bestiaire-v15-mage-elinaeth-telekinete-divinatoire	Mage Elinaeth — Télékinète divinatoire	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Mages	1	182	Elinaeth agit sur forces, information et continuum. Ce Mage utilise Télékinésie et Divination comme outils complémentaires : apprendre où agir puis appliquer la force au bon endroit.
116	bestiaire-v15-mage-mestherak-spectromancien-hematique	Mage Mestherak — Spectromancien hématique	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Mages	1	251	Mestherak traite âme, mort et essence vitale. Ce praticien dialogue avec les spectres et utilise le sang exposé comme matière magique ; il ne peut ni sélectionner gratuitement un organe invisible ni confondre animation d’un cadavre et retour de l’âme.
117	bestiaire-v15-mage-discella-illusionniste-skiamant	Mage Discella — Illusionniste skiamant	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Mages	1	179	Discella manipule ombre, mensonge et malédiction. L’Illusionniste skiamant combine Pseudomancie et Skiamancie pour contrôler lignes de vue, fausses présences et substance d’Ombre.
118	bestiaire-v15-oracle-de-mephisto-tentateur-du-hasard	Oracle de Méphisto — Tentateur du Hasard	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Daemons	1	187	Méphisto règne sur l’Occulte, la Parole et le Hasard. Son Oracle préfère obtenir l’information, déplacer les choix et faire croire que le hasard a parlé plutôt que gagner un duel frontal.
119	bestiaire-v15-tourmenteur-de-satan-juge-des-fautes	Tourmenteur de Satan — Juge des fautes	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Daemons	1	247	Satan est le Juge : ses pouvoirs fonctionnent particulièrement bien lorsqu’une responsabilité précise a réellement été établie. Ce Tourmenteur ne punit pas « le péché » au sens vague ; il désigne une faute et confronte l’auteur à ses conséquences.
120	bestiaire-v15-legionnaire-de-baal-chevalier-de-guerre	Légionnaire de Baal — Chevalier de guerre	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Daemons	1	181	Baal incarne la Guerre. Son Légionnaire convertit sa propre substance en arme et armure surnaturelles, puis coordonne la violence comme une discipline plutôt qu’une simple frénésie.
121	bestiaire-v15-porte-aube-de-lucifer	Porte-aube de Lucifer	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Daemons	1	240	Lucifer est déchu mais reste un Soleil. Cette incarnation privilégie radiance, courage et cycle vital : elle peut être un adversaire létal pour les créatures intrinsèquement vulnérables au solaire tout en servant de guérisseur à ses alliés.
122	bestiaire-v15-trone-d-arathim-enqueteur-de-la-loi	Trône d’Arathim — Enquêteur de la Loi	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Angelus	1	201	Les Trônes excellent dans l’enquête spirituelle, la désignation et le jugement. Cette Maisonnée de Gabrielle résonne avec la Loi : elle cherche d’abord à qualifier l’acte avant de prononcer l’Anathème.
123	bestiaire-v15-vertu-de-hazel-purificatrice-des-larmes	Vertu de Hazel — Purificatrice des Larmes	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Angelus	1	216	Les Vertus agissent sur états émotionnels, souillures et restauration. Hazel, Séraphin de Raphael lié au Sel et aux Larmes, ajoute une résonance particulière avec la déception, la perte et la souffrance émotionnelle.
124	bestiaire-v15-domination-de-graphiel-executeur	Domination de Graphiel — Exécuteur	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Angelus	1	222	Les Dominations sont les assassins et combattants célestes. Graphiel, Séraphin de Michel, permet de consacrer une arme réelle comme Épée de Dieu ; ses Exécuteurs poursuivent une cible marquée plutôt que de tenir une ligne.
125	bestiaire-v15-aralim-de-metatron-architecte-renegat	Aralim de Metatron — Architecte renégat	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Angelus	1	266	Metatron est un Archange renégat associé à la Création ; son Séraphin Aralim relève de la Construction. Un Angelus renégat n’est pas automatiquement démoniaque : il emploie encore une puissance céleste, mais hors de l’autorité institutionnelle des Archanges fidèles.
126	bestiaire-v15-sentinelle-d-erith	Sentinelle d’Erith	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Aseryns	1	172	Erith est la Tradition de la veille. Ses membres excellent à remarquer l’intrusion, prévenir leurs alliés et transformer un lieu étudié en périmètre difficile à Surprendre.
127	bestiaire-v15-theanai-medecin-de-verite	Theanai — Médecin de Vérité	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Aseryns	1	202	La Maison de Theana prolonge la Tradition de la Guérisseuse. Les Theanai combinent physiologie aseryne, diagnostic et médecine sous des conditions impossibles sans transformer le soin en magie gratuite.
128	bestiaire-v15-maitre-de-dratyn-foudre-originelle	Maître de Dratyn — Foudre originelle	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Aseryns	1	237	Dratyn avait pour mission de préserver et transmettre la maîtrise de la Foudre. La voie du Créateur privilégie puissance brute et capacité à casser les constructions magiques, sans transformer toute Tradition aseryne en école électrique.
129	bestiaire-v15-gardien-du-conseil-de-la-foudre	Gardien du Conseil de la Foudre	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Aseryns	1	253	Le Conseil de la Foudre est une tradition serathéenne nord-américaine chamanique centrée sur les Ancêtres conservés par la Grotte. Ce Gardien détecte possessions et esprits, aide les autres à résister et peut expulser rituellement un occupant spirituel.
130	bestiaire-v15-voyageur-seratheen-de-sundosia	Voyageur serathéen de Sundosia	1.2 PNJ Vérité	Autres populations intelligentes de Vérité	Aseryns	1	390	Les Serathéens ne sont pas une sous-espèce aseryne séparée : ce sont des lignées métissées et dispersées dont les cultures se sont adaptées aux régions de survie. Ce voyageur suit la Tradition de Sundosia, l’Aventurière ; il représente un Serathéen mobile, curieux et particulièrement apte à improviser dans un environnement inconnu, sans supposer qu’il appartienne au Conseil de la Foudre.
131	bestiaire-v15-spectre-commun	Spectre commun	2.1 Revenants	Fantômes et entités spectrales		1	335	Un Spectre est ce qui subsiste d'un mort lorsque son âme, ses souvenirs ou une part suffisamment forte de sa volonté reste attachée au monde. Certains répètent un instant de leur mort ; d'autres conservent intelligence et rancune. Leur influence est généralement centrée sur un objet, des restes ou un lieu qui sert de point d'ancrage.
132	bestiaire-v15-dame-blanche	Dame blanche	2.1 Revenants	Fantômes et entités spectrales		1	362	La Dame blanche est un Spectre lié à une mort tragique et à un lieu précis : route, pont, forêt, rive ou bâtiment. Elle apparaît sous une forme idéalisée, souvent dans le brouillard, et peut chercher à prévenir d'un danger autant qu'à éloigner les vivants de quelque chose qui lui appartenait. Chaque nouvelle mort sur son territoire tend à dégrader sa lucidité.
133	bestiaire-v15-sluagh	Sluagh	2.1 Revenants	Fantômes et entités spectrales		1	357	Le Sluagh est un Fantôme dont l'ectoplasme est devenu assez dense pour prendre une forme grotesque et prédatrice. Il chasse les mourants, les malades et les personnes isolées, et se rassemble volontiers en nuées dans les égouts, cimetières ou décharges. Contrairement au Spectre ordinaire, il emporte avec lui un noyau d'ectoplasme qui lui permet de migrer.
134	bestiaire-v15-lemure	Lémure	2.1 Revenants	Fantômes et entités spectrales		1	351	Le Lémure est un Fantôme puissant qui refuse de dépendre d'un unique objet d'ancrage. Il étend son influence à une maison, une lignée, un temple ou un ensemble d'objets jusqu'à transformer tout l'environnement en prolongement de sa présence. Beaucoup sont les restes de sorciers ou d'individus dont la volonté de vengeance dépasse largement leur mort.
135	bestiaire-v15-skinwalker	Skinwalker	2.1 Revenants	Fantômes et entités spectrales		1	342	Le Skinwalker est le Fantôme d'un chaman ou magicien malfaisant qui survit avec l'aide d'un esprit allié. Il conserve les crânes de ses victimes et utilise leurs peaux pour revêtir des formes humaines ou animales. Il copie l'apparence et les capacités physiques de la peau portée, mais pas les souvenirs intimes de la personne qu'il remplace.
136	bestiaire-v15-vetala	Vetâla	2.1 Revenants	Fantômes et entités spectrales		1	343	Le Vetâla naît d'une mort et de rites funéraires profondément manqués ou profanés. Il ne possède pas son propre cadavre : il s'empare d'autres morts et poursuit la vengeance liée à ces dépouilles. Un même Vetâla peut préparer plusieurs corps d'accueil et passer de l'un à l'autre, ce qui rend sa chasse beaucoup plus géographique que frontale.
137	bestiaire-v15-holowraith-frag	Holowraith / Frag	2.1 Revenants	Fantômes et entités spectrales		1	367	Le Holowraith est une pensée humaine séparée de son corps lors d'un accident Neural ou d'une mort sur l'Holonet. Ce n'est ni une IA ni un simple programme : il poursuit des buts personnels, accumule des données et se fragmente progressivement à mesure qu'il vieillit ou assimile d'autres Frags. Dans le monde physique, il n'existe qu'à travers les systèmes connectés.
138	bestiaire-v15-pat	PAT	2.1 Revenants	Fantômes et entités spectrales		1	354	Un PAT - Paradoxe des Artefacts Temporels - est la trace d'une personne effacée lorsqu'un événement futur modifie sa propre histoire. Il se souvient d'une vie que personne d'autre n'a vécue et existe comme un défaut de la nouvelle ligne temporelle. Ces spectres sont rares, désorientés et entourés de ralentissements, répétitions ou instants impossibles.
139	bestiaire-v15-la-llorona	La Llorona	2.1 Revenants	Fantômes et entités spectrales		1	394	Tradition : Mexique et monde hispano-américain. Classification TUC : Revenant — Fantôme. La « femme qui pleure » appartient à un ensemble de récits très variables, mais la rencontre nocturne, les lamentations et le voisinage de routes ou de cours d’eau sont des motifs particulièrement persistants. TUC ne fixe pas une biographie unique : la vérité locale doit être découverte dans le scénario.
140	bestiaire-v15-churel-chudail	Churel / Chudail	2.1 Revenants	Fantômes et entités spectrales		1	452	Tradition : Asie du Sud, avec de nombreuses variantes régionales. Classification TUC : Revenant — Fantôme. Les récits décrivent souvent le retour d’une femme morte pendant la grossesse ou l’accouchement, parfois après mauvais traitements, et associent la Churel aux carrefours, lieux funéraires ou familles responsables de sa mort. Les pieds retournés et l’apparence séduisante ou terrifiante sont des signes récurrents, pas une obligation universelle.
141	bestiaire-v15-yurei	Yūrei	2.1 Revenants	Fantômes et entités spectrales		1	395	Tradition : Japon. Classification TUC : Revenant — Fantôme. Le terme yūrei couvre les esprits de morts demeurés dans le monde des vivants par attachement, rancœur ou rites funéraires insuffisants. Leur iconographie blanche et sans pieds est tardive et ne doit pas remplacer l’histoire du défunt : dans TUC, le lieu, la dette et la raison du retour sont plus importants que le costume du fantôme.
142	bestiaire-v15-rusalka	Rusalka	2.1 Revenants	Fantômes et entités spectrales		1	377	Traditions slaves orientales et voisines, avec de fortes variations régionales. Classification TUC : Revenant — Fantôme. La Rusalka est un mort lié à l’eau, à une mort prématurée ou à un ancrage funéraire. Les traditions davantage rattachées à la végétation ou aux cycles saisonniers peuvent correspondre à une autre Nature TUC et sont alors traitées comme des êtres distincts.
143	bestiaire-v15-duppy	Duppy	2.1 Revenants	Fantômes et entités spectrales		1	382	Tradition : Jamaïque et Caraïbes anglophones. Classification TUC : Revenant — Fantôme. Le mot duppy désigne largement les esprits des morts : certains protègent ou restent proches des vivants, d’autres importunent, effraient ou attirent la malchance. Les Duppies hostiles peuvent devenir de véritables adversaires ; un ancêtre bienveillant n’a aucune raison d’être traité comme tel.
144	bestiaire-v15-pocong	Pocong	2.1 Revenants	Fantômes et entités spectrales		1	357	Tradition : Indonésie, particulièrement Java. Classification TUC : Revenant — Fantôme. Le Pocong est associé au kain kafan, le linceul funéraire blanc. Des liens funéraires qui n’ont pas été correctement desserrés peuvent retenir l’esprit du mort et provoquer son retour. La créature est une hantise issue d’un rite inachevé, et non un simple cadavre animé.
145	bestiaire-v15-squelette-anime	Squelette animé	2.1 Revenants	Cadavres animés		1	376	Le Squelette est un ensemble d'ossements animé par une énergie extérieure ou par un esprit. Il ne possède ni douleur, ni fatigue, ni organes à protéger ; sa perception est magique plutôt que biologique. La qualité de son comportement dépend entièrement de ce qui l'anime : un serviteur nécromantique obéit, un Spectre dans ses propres os peut conserver une vraie intelligence.
146	bestiaire-v15-zombie	Zombie	2.1 Revenants	Cadavres animés		1	349	Le Zombie est un cadavre encore pourvu de chair, mû par une énergie qui remplace l'activité biologique normale. Il est plus puissant physiquement qu'un Squelette mais se dégrade rapidement, surtout lorsque personne ne le commande. Son comportement libre est instinctif : bruit, mouvement, chaleur, odeur ou nourriture peuvent suffire à le détourner.
147	bestiaire-v15-holombie	Holombie	2.1 Revenants	Cadavres animés		1	385	L'Holombie apparaît lorsqu'un corps revient d'un accident Neural sans la personne qui l'habitait réellement. Un fragment de données, d'habitudes ou de programmes semble relancer le cerveau et pousse le corps à agir par pulsions et répétitions. Contrairement au Zombie, l'organisme peut encore être biologiquement vivant : il mange, boit, saigne et peut mourir d'une blessure ordinaire.
148	bestiaire-v15-strygoi	Strygoï	2.1 Revenants	Cadavres animés		1	354	Le Strygoï est un pseudo-vampire où domine le cadavre : une âme n'a jamais réellement quitté le corps et le maintient dans un état durable, puissant et assoiffé de sang. Il est beaucoup plus proche d'une bête morte-vivante que d'un Vampire de Cour et constitue probablement l'une des sources historiques de certaines légendes populaires sur les vampires.
149	bestiaire-v15-moroi	Moroï	2.1 Revenants	Cadavres animés		1	334	Le Moroï est le pendant plus spectral du Strygoï. Son corps est moins redoutable, mais l'âme qui y demeure conserve davantage de magie, de mémoire et de ruse. Il cherche le sang pour maintenir sa seconde existence et peut accumuler des savoirs de ses victimes, ce qui en fait un adversaire plus discret et plus difficile à identifier.
150	bestiaire-v15-pishtaco	Pishtaco	2.1 Revenants	Cadavres animés		1	348	Le Pishtaco naît d'une mort de faim solitaire et se réveille obsédé par les graisses du corps humain. Sa masse augmente à mesure qu'il se nourrit ; il remplace progressivement une partie de son squelette par du bois et laisse derrière lui une huile épaisse, odorante et très inflammable. Les plus anciens peuvent atteindre des tailles monstrueuses.
151	bestiaire-v15-alan	Alan	2.1 Revenants	Cadavres animés		1	361	L'Alan apparaît lorsqu'une lignée s'éteint sans descendance. Son cadavre déformé et ailé cherche alors des fluides et tissus reproductifs humains pour créer des rejetons cadavériques qu'il traite comme sa propre progéniture. Il peut projeter une apparence séduisante pendant un temps bref, mais sa véritable anatomie est inversée et profondément reconnaissable.
152	bestiaire-v15-strzyga-strzygon	Strzyga / Strzygoń	2.1 Revenants	Cadavres animés		1	342	Tradition : Pologne et régions slaves voisines. Classification TUC : Revenant — Cadavre. Les collectes polonaises rapprochent parfois strzyga, strzygoń et upiór, avec des traditions de personnes possédant deux âmes, deux esprits ou même deux cœurs. Après la mort, une part du défunt peut continuer à agir tandis que l’autre a quitté le corps.
